제목,아이디,댓글 제목,내용,작성일자
여좌천,잇츠,주차시설 보완,주차시설을 보완해야 할 것 같습니다. 주차할때마다 실랑이해야하고 할 곳도 없어 꽉 막힌 도로에서 꽃의 경치는 눈에 담아지지가 않습니다.ㅠㅠ,2017년 5월 16일
여좌천,6동대장,아름다운 야경,사진으로만 접했던 여좌천 로망스 다리는 많은 관람객이 물린 탓에다소 소란스럽고 비좁았습니다.해가 지면 사인물이 켜지는 것이 인상적입니다.,2017년 5월 13일
여좌천,제은 김,여좌천,새벽에가도 이뻐요 주변에 사람 별로 없고..(어쩔수 없는 유명 관광지라 사람이 항시 있음) 돌아다니기 편하고 낮부터는 더욱 열심히 돌아다녔어요 ㅎㅎ 일출때 생태계공원가서 일출 사진찍고 이쁘더라고요 ~,2017년 4월 7일 
여좌천,seojing,매년 가는 곳,진해에 살다보니 벚꽃피는 시즌이면 가게 됩니다..사람들이 너무 많아서 밤에 가는데 운치있고 괜찮아요~~,2017년 3월 19일
여좌천,볶음면,벚꽃 필 무렵,친척집 근처라 자주 보는데 다른 땐 별로고 벚꽃 피는 시기에 가면 진짜 예뻐요. 참고로 여좌천은 내려가는 쪽으로 보는 게 훨씬 예뻐요. 축복받은 곳이라는 느낌입니다.,2017년 1월 4일 
여좌천,jksotot,꽃놀이 + 사진찍기,커플이나. 친구들끼리 가족끼리 카메라 들고 고고. 어디서 사진을 찍든 다 이쁘게 나옵니다. 군항제시즌에 가면 사람이 많아 좀 힘드실꺼예요. 꽃잎이 흩날려서 너무 이뻐요,2016년 10월 27
여좌천,유유민정,벚꽃,벚꽃의 길을 말한다면 바로여기여좌천을 말하겠죠.밤하늘에 흩날리는 벚나무 아래를 가족과 함께 거닐어보는 행복을 누려보시길.하지만 자동차는 집에두고 대중교통으로~,2016년 10월 11
여좌천,Urizia J,군항제 아니고서는....,가을에 일 있어서 내려갔다가 갔는데군항제 아니고서는 안양천이랑 다른게 그닥 ㅠㅠ양재천에는 너구리라도 살지ㅠㅠ근데 분위기는 괜츈해요 커플들 데이트 많이 하고군항제 할 때 다시 오고 싶네요,2016년 10월 9일
여좌천,mildcocoa,역시 밤에 볼 때 더 좋아요,진해에서 여길 안보면 허전한 느낌이 들 수 있어요.벚꽃축제 기간에 꼭 들러보심을 추천드립니다.,2016년 7월 26일
여좌천,파랑토끼,군항제,"군항제가 열리는 4월초에 진해엘 가면 환상적인 벚꽃비를 만끽할 수 있다. 해마다. 20년 동안 군항제를 찾는데, 온 도시 전체가 핑크빛으로 물들어 황홀한 지경이다. 벚꽃이 질 무렵엔 마치 분홍 눈이 오는 듯하여 마치 꿈을 꾸는 것만 같다. 단, 행락객들이 도시 규모에 비해 너무 짧은 기간에 집중되다 보니, 쓰레기 통이 많이 부족하여 도시 미관을 헤치는 것이 흠이라면 흠일 뿐.....일본인 친구들이랑 대만, 아랍 친구들도 아주 만족해 했다. 내년에도 군항제가 열리는 기간에 꼭 방문 할 예정이다. 군학의장대 퍼레이드도 좋은 볼거리....",2016년 7월 11일
여좌천,봄봄이맘,데이트하기 좋은곳,벚꽃철이되면 이곳에서 사진 찍으려고 많이들 모이기도 합니다. 젊은 커플들이 데이트하기 좋은곳으로 축제때는 먹거리도 많고 이뻐요. 낮도 이쁘지만 밤에는 더 아름다운곳입니다. 군항제 축제때 진해에 가시면 꼭 들려야 하는 명소입니다.,2016년 5월 12일
여좌천,Kaylie_KK,예쁜곳,군항제 시작하기 2일 전에 갔었어요. 아직 조명은 설치중에 있었어서 완전체를 보지는 못했지만 충분히 예쁜곳이었어요. 다만 길이 좁아서 군항제 시작하면 어떨지..상상하기도 싫으네요^^;,2016년 4월 24일
여좌천,Kwangsu1,벚꽃 필떄 가면 기분좋은곳,여좌천이 잘 꾸며져 있어서 보기 좋았구요저번년도와 달리 노점상을 많이 없애서 벚꽃 구경하기 훨씬 좋았습니다.전에는 노점상들땜에 통행이 힘들었거든요좋은 정책인것 같습니다.,2016년 4월 20일
여좌천,네지니,벚꽃 놀이에 최강 군항제의 꽃 여좌천,사진은  여좌천이 업그레이드 되기전이네요 그래도 좋지요?지금은 다리밑으로 여러가지 조형물을 설치해둬서 더욱더 로맨틱합니다.  연인과의 데이트 코스로 최고구요군항제할때는 먹거리도 많이 판매하여 축제 분위기를 느낄수 있어요 그런데 사람많은건 각오하셔야 합니다.,2016년 4월 15일
여좌천,hyomin78223,꼭 방문해보세요,벗꽃이 필 시기에는 반드시 방문해보아야 함 . 혼자라도 즐길 수 있는 곳. 꼭 축제기간이 아니더라도 아름다움.,2016년 3월 19일
여좌천,kma7326,벚꽃놀이의 랜드마크,실개천인 여좌천은 벚꽃이 만개하면 그 위용을 뽐낸다 나무 데크와 분홍 벚꽃이 한폭의 그림같이 이쁘다하지만 군항제 시즌에는 사람이 너무 많아서 인파에 쓸려다녀야하고 길거리음식을 많이 팔아서 쓰레기 정리가 안되는 단점이 있다,2016년 3월 17일
여좌천,heunsukn,봄에 벚꽃이 예쁩니다.,봄에 벚꽃이 예쁩니다. 정말로요. 그런데 그 때가면 사람이 너무 많습니다. 그건 각오하셔야 할 듯. 길거리 음식도 많습니다. ㅎㅎ,2016년 3월 16일
여좌천,벨라0624,벚꽃이 이쁘지만 사람이 너무 많아요 ㅠㅠ,"벚꽃철에 가면 좋지만, 사람이 너무 많긴해요 축제기간은 주차하기가 번거로우니 근처에 세워두시고 걸어다니시는 편이 좋습니다. 누비자라는 자전거 대여서비스가 창원에있는데 이걸타고 하천을따라 쭉내려가면 좋아요.",2016년 2월 25일
여좌천,여기는,군항제 여좌천,활짠핀 벚꽂과 조명이 어울어져 환상적이었어요.사진 찍기도 좋고 거닐면서 바람에 휘날리는 꽃잎을 보면 너무 낭만적입니다.,2016년 1월 14일
여좌천,퍼플아이즈,벚꽃 시즌 방문할 만한 곳,"벚꽃 놀이 차 방문한 적이 있으며, 벚꽃이 별로 피지 않았을 때 방문하여 아쉬운 감이 있었음. 여좌천 주변으로 산책로가 잘 정비되어 좋으며, 사진찍기에도 좋음",2015년 12월 29
여좌천,나라고양이,벚꽃길,로망스 다리 벚꽃길이에요매년 벚꽃 축제할때 방문하시면 좋아요축제 전후로 방문하면 사람도 덜 막혀요,2015년 11월 10
여좌천,yhjfe,벚꽃보러 진해에 꼭 오세요,해마다 4월봄이되면 가족들과 함께 진해로 갑니다. 그중에서도 당연 여좌천이 벚꽃명소론 최고라고 생각합니다꼭 가보세요,2015년 10월 30
여좌천,개경민아,여좌천,봄에 가서 벗꽃빵을 사먹었습니다. 너무 유명한 관광지라 따로 설명이 필요없지만 사진찍기 무지 좋습니다.,2015년 10월 29
여좌천,댄디쌤,데이트 또는 관광 필수 코스,연인 또는 친구와 함께 벚꽃나무 밑을 걸으며 재밌는 시간을 보냈습니다. 평일 시간 때를 이용할 수 있다면 사람이 적어서 돌아다니기에 편할꺼같아요. 또한 여좌천의 밤도 너무 아름다우니 꼭 보시길 추천합니다.,2015년 10월 26
여좌천,봉봉2,진해 최고의 벚꽃 명소,바람에 날리는 벚꽃잎을 보면서 걷는 산책은 정말 환상적입니다. 군항제 기간에는 사람들이 많아 평일을 이용해서 다녀와야 편하게 관광을 할 수 있습니다.,2015년 9월 30일
여좌천,Jung,걷기 좋은 길.,"군항제 때 방문하였는데 벚꽃이 아주 예쁘고(경화역, 장복터널 등이 가장 예쁜것같지만 여기도 좋음) 바로 근처 내수면 공원과 함께 산책하기에 좋은 곳",2015년 9월 1일 
여좌천,Hyun_Seok,진해군항제 때 꼭 한번 보세요.,"매년 4월초면 진해군항제가 열립니다. 창원에 4년째 사는데 작년, 올해 군항제 때 평일 밤에 아이들을 데리고 갔습니다. 조명과 함께 멋진 벚꽃이 있어 좋습니다. 주변에 먹거리 장사가 많아서 애들 성화에 돈도 써야 했습니다.  주말에는 교통 지옥입니다. 새벽같이 오셔서 보시고 가시는 게 좋을 것 같아요.",2015년 8월 26일
여좌천,콩탱,벗꽃 괴고의 명소,누구나 반론할수없는 벗꽃 최고의 명소. 그러나 벗꽃이 피는 시가 어디든 그렇지만 너무 사람이 많음.주차공간이 협소함으로 걸어가는 편이 나음.그래도 꽃이 만개하면 정말 아름다움,2015년 8월 17일
여좌천,munseok,정말 아름다운곳,한국에서 손 꼽히는 아름다운 곳입니다 사람이 많긴하지만 그또한 재미로 받아들이면 더욱 즐겁습니다 축제기간에 가시면 됩니다,2015년 8월 12일
여좌천,goodtripgo,너무 아름다운 곳!!,"진해는 벚꽃으로 유명한 도시지만, 진해에서도 여좌천은 벚꽃이 아름답기로 유명한 곳이지요..해마다 4월이면 전국에서 벚꽃을 보러 온 사람들로 넘쳐나는데요...탐스럽게 핀 벚꽃이 가득핀 이 길을 걸으면 무척 행복해 진답니다.",2014년 3월 30일
여좌천,mbulss,벚꽃 축제를 감상하기에 가장 아름다운 장소,"여좌천 개울은 진해에 있으며, 한국에서 벚꽃 축제가 열리는 곳으로 유명하죠. 이 개울은 2km 정도 되며 아름다운 나무들이 양쪽으로 나 있습니다. 개울을 따라 산책할 수 있으며, 만개한 꽃 때문에 하얀색으로 보이는 도시의 장엄한 경관을 볼 수 있습니다!다만, 교통을 염두에 두고 그곳을 방문하기 알맞은 시기를 고르세요. (벚꽃이 만개했을 때만 아름답습니다.) 지역 위원회에서 무료 셔틀버스를 제공해주지만, 그 버스의 운행노선이 모든 장소를 가지 않습니다.주말에는, 수많은 종류의 거리 음식을 가까이에서 쉽게 찾을 겁니다. 관광 안내 (영어) 또한 이용 가능합니다. 이곳에서는 많은 식당을 이용할 수는 없어서, 식사하려면 중원 로터리까지 걸어야 해요.",2013년 4월 8일 
여좌천,CPOrgan,반드시 봐야해요!,"한국의 벚꽃은 엄청난 인기이며 매우 아름답습니다. 이 지역의 거주자로서, 저는 이곳이 엄청나게 붐비며 교통은 악몽이 될 수도 있다고 말씀드리고 싶습니다. 사실상 한국의 이 조용한 단지에는 교통편이라는 게 없지만, 벚꽃이 만개하면.... 보통 차로 20분 걸리는 거리가 4시간 이상으로 걸리며 차가 거의 기어 다니는 수준이죠. 그나마 좋은 소식은 여러분의 차가 도로에서 기어 다니는 동안 모든 벚꽃은 다 볼 수 있다는 겁니다. 빠져나가는 데 수많은 시간이 걸리며, 무엇인가는 떠받치지 않고도 사진을 찍을 수 있어요. 그냥 다른 모든 사람 처럼 도로 위에 차를 세워두세요!",2013년 3월 14일
여좌천,Harold T,아름다운,"전체적인 스트림이 함께 기념하는 벚꽃 카운티까지 적용되어 음식, 이 포장 마차 거리에 있는 불 옆 였다. 아침에 이곳에 오는 것을 피할 수 있는 사람들로 붐비는 축제 기간 동안 장면. 꼭 먹어 본 중 가장 환상적인. :)",번역: Asia Onl
여좌천,Brian B,벚꽃 축제,저는 이곳에 살; 작은 조용한 지역의 축제 기간 동안 매우 바쁜 해. 공원 안에. 벚꽃 축제 들에게 뿐만,번역: Asia Onl
여좌천,yipjcs88,우수한 방문하기,"3 월 / 4 월의 이른 때 늦게 방문 한 벚꽃 때입니다. 사상 역에서 지하철을 타고 장거리 버스를 타고 진해. 버스 정거장에서, 걸어서 yeojwacheon. 다리가 긴 스트림과 수 많은 것을. 청계천이 걸어서 갈 수 있는 물이 많지 않은 것 중 하나인 가깝습니다. 붐비는 주말에 가지 않기에 거대한 또는 4월 1일. 오후 7시에 와서 주변의 조명 으로 장식한 이 곳은 멋진. 걸어서 버스 정류장 8시에 떠나야 하는 마지막 버스로 진해 야. 꼭 오후에 벚꽃을 계속 보는 밤에, 모든 경험을 얻지 으셨다. 이 기간 동안 큰 군중 (3 월 말 4월 초까지) 벚꽃 이지만 장소는 정상적인 (관광에는 좋은 매너 를 밀 에 않습니다).",번역: Asia Onl
여좌천,wyellen,벚꽃이 아름다운 곳,"벚꽃을 볼 수 있는 아름다운 곳입니다. 전체 거리는 아주 로맨틱한 벚꽃을 보기. 낮과 밤의 두 곳입니다. 다음날 아침, 벚꽃 의 아름다움을 볼 수 있다. 밤에, 라이트 와 함께 있는 벚꽃, 사진을 한 곳입니다.",번역: Asia Onl
여좌천,Ricardo G,사랑해요,저희가 그곳에 있었는데 좋은 벚꽃 축제! 정말 다양한 길거리 음식이 나오지 않는 개울 울었다. 저희는 좋은 시간을 보내는 많은 좋은 사진을 기억할 수 있습니다.이 합니다!,번역: Asia Onl
여좌천,cn_oxygen,아름다운,저희가 방문한 4월 벚꽃 축제 중. 서울에서 멀리 떨어져 있지만 정말 여행의 가치가 있습니다. 벚꽃 만개 전 호텔이었습니다. 간단하게 아름다운! 이 곳은 바람이 불고 때 더 아름다운 가을 꽃을 시작... 같은 눈의 꽃... 놓칠 수 없는 곳이 서늘합니다.,번역: Asia Onl
여좌천,Lys J,멋진,"나는 올 봄에 한 시즌 - 4월 2015... 벚꽃 축제. 친구들과 함께 가고 있다는 사실... 세상에... 매우 놀라운 곳이 벚꽃 의 다리. 기간에, 다음에 가지고 가서 가족과 같은 것이다.",번역: Asia Onl
여좌천,Mrba-Mrba,Amaaazing,4월 도 그리워 하지 않는 곳이죠... 이 보다 더 멋진. 이 사진이 200 이상 걸리는 거리 음식을 즐길 수,번역: Asia Onl
여좌천,Lou G,꽃의 풍부한 맛,"만약 한국에서 어느 길로 진해 벚꽃 시즌 수 있어야 합니다. 그들은 특별한! 않을 것이다. 도시 전체가 축제 업로드됩니다. 하지만 무엇보다도 아름다운 벚꽃이 많은 노점상. 이고 흥미로운 관점을 따라 걸어갈 수 있는 스트림 보다 훨씬 더 블라섬 제공합니다. 아름다운 다리를 만들어 사진을 찍지 흘르다. 정말, 놓치지 마세요. 경우가 지금 워싱턴, dc 벚꽃 의 아름다움은 생각이 들 수 있습니다. 하고, 많은 사진을 찍고.",번역: Asia Onl
여좌천,aliysue,좋은 아침 (벚꽃 기간),"벚꽃 기간, 이른 아침에 도착하기 전에 생각할 많은 사람들이. 즉 좋은 사진 / 환경 scenaries 대로 1) 은 사람들이 (가 아닙니다) 2) 아직도 지상 / 지하의 꽃잎이 꼭다발과. 부정적인 면이 함께 사진을 찍을 때 조명 장식 수 없습니다. 해서 이 약 10am 보슬비 가. 우리는 아침에 좋은 사진. 다음 날 다시 온 밤을 조명하는 사진. 따라서, 비교할 수 있는. 저녁에는 많은 사람들이. 진해 역 근처에 있는 모든 스트림의 끝 쪽이 심장 모양 같은 장식은 화려한, 다채로운 파라솔 문제가 해결되었습니다. 수 있는 길 위에서 사진을 찍어 들고. 2nd 반높이 스트림의 경우, 아래 경로를 따라 걸어 갈 수 있는 스트림. 좋은 환경을 가지고 있는 사진이 다. 이는 매년 방문하기 가장 좋은 시간인 벚꽃 축제 퀼팅머신용. 같은 상당한 - 길따라 많은 공급업체들이 음식/음료 판매. 또한 2개의 텐트 관광 협회에 의해 관리됩니다. 직원들은 매우 도움이 되었습니다. 텐트 의 영어 데 도움이. 근처에 있는 시작 증기, 할 수 있는 도로가 수직으로 스트림 (가 있는 고등학교). 이 길을 따라 벚꽃 나무 벤치 행 또한 좋은 사진을 찍지 않을 것이다.",번역: Asia Onl
